Date Time Precipitaciòn
19/03/18 05:33:42 13.4
19/03/18 05:33:54 13.5
19/03/18 05:34:03 13.6
19/03/18 05:34:14 13.7
19/03/18 05:34:23 13.8
19/03/18 05:34:36 13.9
19/03/18 05:34:47 14
19/03/18 05:35:04 14.1
19/03/18 05:35:16 14.2
19/03/18 05:35:33 14.3
19/03/18 05:35:46 14.4
19/03/18 05:36:04 14.5
19/03/18 05:36:18 14.6
19/03/18 05:36:40 14.7
19/03/18 05:36:57 14.8
19/03/18 05:37:20 14.9
19/03/18 05:37:35 15
19/03/18 05:37:57 15.1
19/03/18 05:38:18 15.2
19/03/18 05:38:43 15.3
19/03/18 05:39:02 15.4
19/03/18 05:39:24 15.5
19/03/18 05:39:40 15.6
19/03/18 05:40:03 15.7
19/03/18 05:40:18 15.8
19/03/18 05:40:40 15.9
19/03/18 05:40:58 16
19/03/18 05:41:24 16.1
19/03/18 05:41:45 16.2
19/03/18 05:42:29 16.3
19/03/18 05:43:10 16.4
19/03/18 05:45:10 16.5
19/03/18 05:49:02 16.6
19/03/18 05:50:14 16.7
19/03/18 05:50:53 16.8
19/03/18 05:51:36 16.9
19/03/18 05:52:10 17
19/03/18 05:52:59 17.1
19/03/18 05:53:47 17.2
19/03/18 05:55:04 17.3
19/03/18 05:56:01 17.4
19/03/18 05:57:26 17.5
19/03/18 05:58:45 17.6
19/03/18 05:59:55 17.7
19/03/18 06:01:06 17.8
19/03/18 06:03:40 17.9
19/03/18 06:07:11 18
19/03/18 06:15:35 18.1
19/03/18 06:38:56 18.2
19/03/18 15:41:03 18.3
19/03/18 15:47:40 18.4
19/03/18 15:49:05 18.5
19/03/18 15:49:41 18.6
19/03/18 15:50:02 18.7
19/03/18 15:50:19 18.8
19/03/18 15:50:40 18.9
19/03/18 15:50:54 19
19/03/18 15:51:08 19.1
19/03/18 15:51:18 19.2
19/03/18 15:51:33 19.3
19/03/18 15:51:45 19.4
19/03/18 15:52:00 19.5
19/03/18 15:52:12 19.6
19/03/18 15:52:27 19.7
19/03/18 15:52:36 19.8
19/03/18 15:52:45 19.9
19/03/18 15:52:51 20
19/03/18 15:53:01 20.1
19/03/18 15:53:15 20.2
19/03/18 15:53:31 20.3
19/03/18 15:53:42 20.4
19/03/18 15:53:57 20.5
19/03/18 15:54:08 20.6
19/03/18 15:54:21 20.7
19/03/18 15:54:32 20.8
19/03/18 15:54:45 20.9
19/03/18 15:54:56 21
19/03/18 15:55:09 21.1
19/03/18 15:55:23 21.2
19/03/18 15:55:40 21.3
19/03/18 15:55:58 21.4
19/03/18 15:56:23 21.5
19/03/18 15:56:38 21.6
19/03/18 15:56:57 21.7
19/03/18 15:57:18 21.8
19/03/18 15:57:39 21.9
19/03/18 15:57:59 22
19/03/18 15:58:27 22.1
19/03/18 15:58:48 22.2
19/03/18 15:59:11 22.3
19/03/18 15:59:39 22.4
19/03/18 16:00:19 22.5
19/03/18 16:00:54 22.6
19/03/18 16:01:34 22.7
19/03/18 16:02:06 22.8
19/03/18 16:02:39 22.9
19/03/18 16:03:06 23
19/03/18 16:03:42 23.1
19/03/18 16:04:18 23.2
19/03/18 16:05:26 23.3
19/03/18 16:06:24 23.4
19/03/18 16:07:20 23.5
19/03/18 16:08:15 23.6
19/03/18 16:09:37 23.7
19/03/18 16:10:58 23.8
19/03/18 16:12:28 23.9
19/03/18 16:13:25 24
19/03/18 16:14:25 24.1
19/03/18 16:15:23 24.2
19/03/18 16:16:59 24.3
19/03/18 16:18:19 24.4
19/03/18 16:19:51 24.5
19/03/18 16:21:11 24.6
19/03/18 16:22:36 24.7
19/03/18 16:24:09 24.8
19/03/18 16:27:57 24.9
19/03/18 16:34:46 25
19/03/18 16:42:02 25.1
19/03/18 16:44:24 25.2
19/03/18 16:47:44 25.3
19/03/18 16:51:03 25.4
19/03/18 16:54:01 25.5
19/03/18 16:56:10 25.6
19/03/18 16:59:13 25.7
19/03/18 17:01:56 25.8
19/03/18 17:09:42 25.9
19/03/18 18:49:32 26
23/03/18 14:10:29 26.1
23/03/18 14:15:08 26.2
23/03/18 14:23:30 26.3
23/03/18 14:28:06 26.4
23/03/18 14:32:36 26.5
23/03/18 14:35:53 26.6
23/03/18 14:39:39 26.7
23/03/18 14:40:59 26.8
23/03/18 14:42:58 26.9
23/03/18 14:44:54 27
23/03/18 14:47:29 27.1
23/03/18 14:49:29 27.2
23/03/18 14:52:03 27.3
23/03/18 14:53:50 27.4
23/03/18 14:56:31 27.5
23/03/18 14:58:45 27.6
23/03/18 15:02:34 27.7
23/03/18 15:06:24 27.8
23/03/18 15:10:48 27.9
23/03/18 15:14:11 28
23/03/18 15:16:59 28.1
23/03/18 15:19:03 28.2
23/03/18 15:20:31 28.3
23/03/18 15:21:46 28.4
23/03/18 15:24:12 28.5
23/03/18 15:27:21 28.6
23/03/18 15:32:18 28.7
23/03/18 15:36:51 28.8
23/03/18 15:44:01 28.9
23/03/18 15:51:04 29
23/03/18 15:57:01 29.1
23/03/18 16:00:26 29.2
23/03/18 16:04:20 29.3
23/03/18 16:07:56 29.4
23/03/18 16:13:00 29.5
23/03/18 16:21:46 29.6
23/03/18 16:29:00 29.7
23/03/18 16:31:30 29.8
23/03/18 16:35:46 29.9
23/03/18 16:39:29 30
23/03/18 16:43:37 30.1
23/03/18 17:06:49 30.2
23/03/18 18:21:38 30.3
24/03/18 14:35:10 30.4
24/03/18 15:33:56 30.5
24/03/18 15:41:32 30.6
24/03/18 17:09:21 30.7
24/03/18 17:21:34 30.8
24/03/18 17:29:43 30.9
24/03/18 17:36:43 31
24/03/18 17:50:12 31.1
24/03/18 18:00:05 31.2
24/03/18 18:04:09 31.3
24/03/18 18:07:18 31.4
24/03/18 18:17:12 31.5
24/03/18 18:42:40 31.6
24/03/18 18:51:02 31.7
24/03/18 18:53:21 31.8
24/03/18 18:56:01 31.9
24/03/18 18:57:58 32
24/03/18 19:00:07 32.1
24/03/18 19:01:59 32.2
24/03/18 19:04:52 32.3
24/03/18 19:06:38 32.4
24/03/18 19:09:18 32.5
24/03/18 19:11:12 32.6
24/03/18 19:12:57 32.7
24/03/18 19:13:58 32.8
24/03/18 19:15:21 32.9
24/03/18 19:16:42 33
24/03/18 19:18:47 33.1
24/03/18 19:20:38 33.2
24/03/18 19:22:59 33.3
24/03/18 19:24:19 33.4
24/03/18 19:26:10 33.5
24/03/18 19:27:16 33.6
24/03/18 19:28:56 33.7
24/03/18 19:30:09 33.8
24/03/18 19:31:34 33.9
24/03/18 19:32:24 34
24/03/18 19:33:18 34.1
24/03/18 19:33:58 34.2
24/03/18 19:34:53 34.3
24/03/18 19:35:40 34.4
24/03/18 19:36:45 34.5
24/03/18 19:37:35 34.6
24/03/18 19:38:51 34.7
24/03/18 19:39:52 34.8
24/03/18 19:41:20 34.9
24/03/18 19:42:31 35
24/03/18 19:44:21 35.1
24/03/18 19:45:37 35.2
24/03/18 19:47:02 35.3
24/03/18 19:48:11 35.4
24/03/18 19:49:37 35.5
24/03/18 19:50:40 35.6
24/03/18 19:51:52 35.7
24/03/18 19:52:44 35.8
24/03/18 19:54:00 35.9
24/03/18 19:54:58 36
24/03/18 19:56:14 36.1
24/03/18 19:57:21 36.2
24/03/18 19:59:31 36.3
24/03/18 20:01:57 36.4
24/03/18 20:08:41 36.5
24/03/18 20:10:08 36.6
24/03/18 20:11:15 36.7
24/03/18 20:12:32 36.8
24/03/18 20:17:35 36.9
24/03/18 21:08:54 37
27/03/18 16:28:26 37.1
27/03/18 16:30:29 37.2
27/03/18 16:31:59 37.3
27/03/18 16:33:43 37.4
27/03/18 16:44:57 37.5
28/03/18 04:15:02 37.6
28/03/18 04:19:04 37.7
28/03/18 04:30:27 37.8
28/03/18 04:34:23 37.9
28/03/18 04:35:14 38
28/03/18 04:36:15 38.1
28/03/18 04:36:42 38.2
28/03/18 04:37:08 38.3
28/03/18 04:37:25 38.4
28/03/18 04:37:44 38.5
28/03/18 04:38:00 38.6
28/03/18 04:38:18 38.7
28/03/18 04:38:28 38.8
28/03/18 04:38:43 38.9
28/03/18 04:39:00 39
28/03/18 04:39:27 39.1
28/03/18 04:39:46 39.2
28/03/18 04:40:20 39.3
28/03/18 04:40:45 39.4
28/03/18 04:41:05 39.5
28/03/18 04:41:15 39.6
28/03/18 04:41:29 39.7
28/03/18 04:41:38 39.8
28/03/18 04:41:52 39.9
28/03/18 04:42:04 40
28/03/18 04:42:20 40.1
28/03/18 04:42:32 40.2
28/03/18 04:42:52 40.3
28/03/18 04:43:11 40.4
28/03/18 04:43:37 40.5
28/03/18 04:43:55 40.6
28/03/18 04:44:21 40.7
28/03/18 04:44:43 40.8
28/03/18 04:45:17 40.9
28/03/18 04:45:46 41
28/03/18 04:46:31 41.1
28/03/18 04:47:05 41.2
28/03/18 04:47:47 41.3
28/03/18 04:48:18 41.4
28/03/18 04:49:10 41.5
28/03/18 04:49:55 41.6
28/03/18 04:51:12 41.7
28/03/18 04:52:15 41.8
28/03/18 04:53:42 41.9
28/03/18 04:54:53 42
28/03/18 04:56:00 42.1
28/03/18 04:56:22 42.2
28/03/18 04:56:49 42.3
28/03/18 04:57:21 42.4
28/03/18 04:58:05 42.5
28/03/18 04:58:51 42.6
28/03/18 05:00:42 42.7
28/03/18 05:03:16 42.8
28/03/18 05:10:00 42.9
28/03/18 05:13:58 43
28/03/18 05:17:36 43.1
28/03/18 05:21:08 43.2
28/03/18 05:23:20 43.3
28/03/18 05:25:16 43.4
28/03/18 05:27:20 43.5
28/03/18 05:28:45 43.6
28/03/18 05:30:17 43.7
28/03/18 05:31:13 43.8
28/03/18 05:32:48 43.9
28/03/18 05:34:18 44
28/03/18 05:36:26 44.1
28/03/18 05:37:30 44.2
28/03/18 05:39:01 44.3
28/03/18 05:40:22 44.4
28/03/18 05:43:14 44.5
28/03/18 05:46:52 44.6
28/03/18 05:55:54 44.7
28/03/18 06:00:56 44.8
28/03/18 06:05:27 44.9
28/03/18 06:07:13 45
28/03/18 06:09:19 45.1
28/03/18 06:11:24 45.2
28/03/18 06:13:38 45.3
28/03/18 06:14:23 45.4
28/03/18 06:15:11 45.5
28/03/18 06:15:43 45.6
28/03/18 06:16:20 45.7
28/03/18 06:16:46 45.8
28/03/18 06:17:16 45.9
28/03/18 06:17:35 46
28/03/18 06:18:00 46.1
28/03/18 06:18:19 46.2
28/03/18 06:18:50 46.3
28/03/18 06:19:14 46.4
28/03/18 06:19:48 46.5
28/03/18 06:20:14 46.6
28/03/18 06:21:00 46.7
28/03/18 06:22:05 46.8
28/03/18 06:24:32 46.9
28/03/18 06:25:55 47
28/03/18 06:27:15 47.1
28/03/18 06:28:20 47.2
28/03/18 06:29:46 47.3
28/03/18 06:30:26 47.4
28/03/18 06:31:19 47.5
28/03/18 06:31:59 47.6
28/03/18 06:33:10 47.7
28/03/18 06:34:15 47.8
28/03/18 06:36:00 47.9
28/03/18 06:38:03 48
28/03/18 06:42:39 48.1
28/03/18 06:45:31 48.2
28/03/18 06:46:43 48.3
28/03/18 06:49:03 48.4
28/03/18 06:52:00 48.5
28/03/18 06:54:14 48.6
28/03/18 06:56:58 48.7
28/03/18 06:59:03 48.8
28/03/18 07:02:42 48.9
28/03/18 07:05:22 49
28/03/18 07:07:33 49.1
28/03/18 07:09:08 49.2
28/03/18 07:11:11 49.3
28/03/18 07:12:53 49.4
28/03/18 07:15:36 49.5
28/03/18 07:16:47 49.6
28/03/18 07:18:08 49.7
28/03/18 07:19:22 49.8
28/03/18 07:21:17 49.9
28/03/18 07:23:06 50
28/03/18 07:25:28 50.1
28/03/18 07:27:01 50.2
28/03/18 07:28:57 50.3
28/03/18 07:30:46 50.4
28/03/18 07:35:05 50.5
28/03/18 07:53:10 50.6
28/03/18 16:50:50 50.7
28/03/18 16:57:44 50.8
28/03/18 17:14:47 50.9
28/03/18 17:15:37 51
28/03/18 17:16:39 51.1
28/03/18 17:17:32 51.2
28/03/18 17:18:31 51.3
28/03/18 17:19:42 51.4
28/03/18 17:21:47 51.5
28/03/18 17:24:10 51.6
28/03/18 17:27:25 51.7
28/03/18 17:30:37 51.8
28/03/18 17:34:17 51.9
28/03/18 17:35:08 52
28/03/18 17:35:59 52.1
28/03/18 17:36:32 52.2
28/03/18 17:37:42 52.3
28/03/18 17:39:06 52.4
28/03/18 17:43:57 52.5
28/03/18 17:50:55 52.6
28/03/18 17:53:28 52.7
28/03/18 17:54:25 52.8
28/03/18 17:55:36 52.9
28/03/18 17:56:27 53
28/03/18 17:57:29 53.1
28/03/18 17:58:21 53.2
28/03/18 17:59:13 53.3
28/03/18 17:59:59 53.4
28/03/18 18:00:58 53.5
28/03/18 18:01:58 53.6
28/03/18 18:03:12 53.7
28/03/18 18:04:07 53.8
28/03/18 18:05:24 53.9
28/03/18 18:06:37 54
28/03/18 18:09:19 54.1
28/03/18 18:12:03 54.2
28/03/18 18:18:02 54.3
28/03/18 18:23:48 54.4
28/03/18 18:29:01 54.5
28/03/18 18:32:04 54.6
28/03/18 18:34:34 54.7
28/03/18 18:36:30 54.8
28/03/18 18:39:31 54.9
28/03/18 18:41:42 55
28/03/18 18:44:02 55.1
28/03/18 18:45:39 55.2
28/03/18 18:48:27 55.3
28/03/18 18:51:50 55.4
28/03/18 19:11:37 55.5
29/03/18 03:10:05 55.6
29/03/18 03:44:23 55.7
29/03/18 03:49:17 55.8
29/03/18 03:54:46 55.9
29/03/18 03:56:23 56
29/03/18 03:59:05 56.1
29/03/18 04:01:07 56.2
29/03/18 04:04:11 56.3
29/03/18 04:05:43 56.4
29/03/18 04:07:58 56.5
29/03/18 04:10:05 56.6
29/03/18 04:12:25 56.7
29/03/18 04:14:13 56.8
29/03/18 04:17:14 56.9
29/03/18 04:20:15 57
29/03/18 04:24:24 57.1
29/03/18 04:28:05 57.2
29/03/18 04:38:02 57.3
29/03/18 10:35:51 57.4
29/03/18 10:39:50 57.4 End
